region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
LU,2020-08-19,1.18,1.81,0.68
LU,2020-08-20,1.21,1.84,0.71
LU,2020-08-21,1.2,1.8,0.71
LU,2020-08-22,1.15,1.74,0.68
LU,2020-08-23,1.08,1.65,0.63
LU,2020-08-24,1.01,1.54,0.58
LU,2020-08-25,0.94,1.44,0.53
LU,2020-08-26,0.87,1.35,0.49
LU,2020-08-27,0.82,1.3,0.45
LU,2020-08-28,0.81,1.3,0.44
LU,2020-08-29,0.82,1.31,0.44
LU,2020-08-30,0.84,1.34,0.45
LU,2020-08-31,0.89,1.42,0.47
LU,2020-09-01,0.93,1.5,0.51
LU,2020-09-02,1,1.6,0.54
LU,2020-09-03,1.09,1.71,0.61
LU,2020-09-04,1.19,1.82,0.69
LU,2020-09-05,1.28,1.94,0.76
LU,2020-09-06,1.34,2.02,0.81
LU,2020-09-07,1.37,2.03,0.84
LU,2020-09-08,1.34,1.97,0.83
LU,2020-09-09,1.27,1.88,0.8
LU,2020-09-10,1.2,1.76,0.75
LU,2020-09-11,1.14,1.67,0.71
LU,2020-09-12,1.07,1.58,0.67
LU,2020-09-13,1.02,1.5,0.63
LU,2020-09-14,0.97,1.43,0.6
LU,2020-09-15,0.93,1.39,0.57
LU,2020-09-16,0.91,1.36,0.55
LU,2020-09-17,0.9,1.37,0.54
LU,2020-09-18,0.93,1.39,0.55
LU,2020-09-19,0.97,1.45,0.58
LU,2020-09-20,1.04,1.54,0.64
LU,2020-09-21,1.13,1.65,0.7
LU,2020-09-22,1.25,1.79,0.81
LU,2020-09-23,1.41,1.98,0.93
LU,2020-09-24,1.6,2.19,1.1
LU,2020-09-25,1.81,2.42,1.29
LU,2020-09-26,2.03,2.65,1.5
LU,2020-09-27,2.21,2.82,1.69
LU,2020-09-28,2.31,2.86,1.82
LU,2020-09-29,2.33,2.84,1.87
LU,2020-09-30,2.3,2.76,1.88
LU,2020-10-01,2.24,2.65,1.87
LU,2020-10-02,2.18,2.54,1.85
LU,2020-10-03,2.1,2.43,1.8
LU,2020-10-04,2.01,2.3,1.74
LU,2020-10-05,1.91,2.16,1.67
LU,2020-10-06,1.81,2.04,1.59
LU,2020-10-07,1.73,1.94,1.54
LU,2020-10-08,1.68,1.87,1.49
LU,2020-10-09,1.63,1.81,1.46
LU,2020-10-10,1.6,1.77,1.44
LU,2020-10-11,1.57,1.73,1.42
LU,2020-10-12,1.53,1.67,1.39
LU,2020-10-13,1.48,1.62,1.35
LU,2020-10-14,1.44,1.56,1.31
LU,2020-10-15,1.41,1.53,1.29
LU,2020-10-16,1.39,1.5,1.28
LU,2020-10-17,1.37,1.48,1.26
LU,2020-10-18,1.35,1.46,1.25
LU,2020-10-19,1.32,1.42,1.22
LU,2020-10-20,1.27,1.37,1.18
LU,2020-10-21,1.21,1.31,1.13
LU,2020-10-22,1.17,1.25,1.08
LU,2020-10-23,1.13,1.22,1.05
LU,2020-10-24,1.11,1.19,1.03
LU,2020-10-25,1.08,1.16,1
LU,2020-10-26,1.04,1.12,0.97
LU,2020-10-27,1.01,1.08,0.93
LU,2020-10-28,0.97,1.04,0.9
LU,2020-10-29,0.95,1.02,0.88
LU,2020-10-30,0.94,1.02,0.88
LU,2020-10-31,0.95,1.02,0.88
LU,2020-11-01,0.96,1.03,0.89
LU,2020-11-02,0.95,1.02,0.88
LU,2020-11-03,0.94,1.01,0.87
LU,2020-11-04,0.91,0.99,0.84
LU,2020-11-05,0.89,0.96,0.82
LU,2020-11-06,0.88,0.95,0.81
LU,2020-11-07,0.87,0.94,0.8
LU,2020-11-08,0.87,0.95,0.8
LU,2020-11-09,0.88,0.95,0.8
LU,2020-11-10,0.88,0.96,0.8
LU,2020-11-11,0.88,0.96,0.81
LU,2020-11-12,0.88,0.96,0.81
LU,2020-11-13,0.89,0.97,0.82
LU,2020-11-14,0.9,0.99,0.83
LU,2020-11-15,0.92,1,0.84
LU,2020-11-16,0.93,1.01,0.85
LU,2020-11-17,0.92,1.01,0.84
LU,2020-11-18,0.92,1.01,0.84
LU,2020-11-19,0.92,1.01,0.84
LU,2020-11-20,0.93,1.02,0.85
LU,2020-11-21,0.95,1.04,0.87
LU,2020-11-22,0.98,1.07,0.89
LU,2020-11-23,1.01,1.1,0.92
LU,2020-11-24,1.03,1.13,0.94
LU,2020-11-25,1.06,1.15,0.96
LU,2020-11-26,1.08,1.18,0.99
LU,2020-11-27,1.12,1.22,1.03
LU,2020-11-28,1.16,1.26,1.07
LU,2020-11-29,1.2,1.3,1.11
LU,2020-11-30,1.22,1.32,1.12
LU,2020-12-01,1.22,1.31,1.12
LU,2020-12-02,1.19,1.29,1.1
LU,2020-12-03,1.17,1.26,1.08
LU,2020-12-04,1.15,1.24,1.06
LU,2020-12-05,1.13,1.22,1.05
LU,2020-12-06,1.11,1.19,1.03
LU,2020-12-07,1.08,1.16,1
LU,2020-12-08,1.05,1.13,0.98
LU,2020-12-09,1.03,1.1,0.95
LU,2020-12-10,1.01,1.08,0.93
LU,2020-12-11,0.99,1.07,0.92
LU,2020-12-12,0.98,1.06,0.91
LU,2020-12-13,0.98,1.06,0.91
NE,2020-03-06,1.81,2.52,1.22
NE,2020-03-07,1.89,2.57,1.32
NE,2020-03-08,1.75,2.34,1.24
NE,2020-03-09,1.61,2.14,1.16
NE,2020-03-10,1.5,1.97,1.09
NE,2020-03-11,1.42,1.86,1.03
NE,2020-03-12,1.37,1.78,1.01
NE,2020-03-13,1.34,1.73,1
NE,2020-03-14,1.31,1.69,0.99
NE,2020-03-15,1.29,1.64,0.97
NE,2020-03-16,1.26,1.6,0.96
NE,2020-03-17,1.22,1.55,0.93
NE,2020-03-18,1.17,1.48,0.9
NE,2020-03-19,1.12,1.42,0.86
NE,2020-03-20,1.08,1.37,0.83
NE,2020-03-21,1.04,1.32,0.79
NE,2020-03-22,1,1.27,0.76
NE,2020-03-23,0.96,1.22,0.73
NE,2020-03-24,0.92,1.18,0.69
NE,2020-03-25,0.88,1.13,0.65
NE,2020-03-26,0.84,1.09,0.62
NE,2020-03-27,0.82,1.07,0.6
NE,2020-03-28,0.82,1.08,0.6
NE,2020-03-29,0.83,1.09,0.6
NE,2020-03-30,0.84,1.11,0.6
NE,2020-03-31,0.86,1.13,0.62
NE,2020-04-01,0.88,1.17,0.63
NE,2020-04-02,0.91,1.2,0.65
NE,2020-04-03,0.92,1.22,0.66
NE,2020-04-04,0.92,1.23,0.66
NE,2020-04-05,0.9,1.2,0.63
NE,2020-04-06,0.86,1.16,0.59
NE,2020-04-07,0.81,1.1,0.55
NE,2020-04-08,0.74,1.04,0.5
NE,2020-04-09,0.68,0.98,0.45
NE,2020-04-10,0.63,0.92,0.4
NE,2020-04-11,0.59,0.87,0.36
NE,2020-04-12,0.55,0.84,0.32
NE,2020-04-13,0.52,0.82,0.29
NE,2020-04-14,0.5,0.82,0.27
NE,2020-04-15,0.49,0.83,0.24
NE,2020-04-16,0.5,0.85,0.23
NE,2020-04-17,0.51,0.9,0.23
NE,2020-04-18,0.55,0.99,0.24
NE,2020-04-19,0.59,1.07,0.25
NE,2020-04-20,0.64,1.16,0.26
NE,2020-04-21,0.68,1.25,0.27
NE,2020-04-22,0.71,1.34,0.29
NE,2020-04-23,0.75,1.45,0.3
NE,2020-04-24,0.84,1.58,0.34
NE,2020-04-25,0.94,1.72,0.39
NE,2020-04-26,1.05,1.9,0.45
NE,2020-04-27,1.13,2.02,0.49
NE,2020-04-28,1.14,2.04,0.51
NE,2020-04-29,1.11,1.97,0.49
NE,2020-04-30,1.02,1.87,0.44
NE,2020-05-01,0.94,1.71,0.38
NE,2020-05-02,0.82,1.59,0.32
NE,2020-05-03,0.72,1.44,0.26
NE,2020-05-04,0.64,1.33,0.21
NE,2020-05-05,0.56,1.22,0.15
NE,2020-05-06,0.48,1.13,0.11
NE,2020-05-07,0.41,1.07,0.07
NE,2020-05-08,0.36,1.01,0.04
NE,2020-05-09,0.32,1.02,0.02
NE,2020-05-10,0.35,1.1,0.02
NE,2020-05-11,0.39,1.26,0.02
NE,2020-05-12,0.45,1.51,0.02
NE,2020-05-13,0.54,1.81,0.03
NE,2020-05-14,0.63,2.14,0.03
NE,2020-05-15,0.71,2.41,0.03
NE,2020-05-16,0.8,2.75,0.03
NE,2020-05-17,0.85,2.92,0.03
NE,2020-05-18,0.85,3.01,0.03
NE,2020-05-19,0.86,3.1,0.03
NE,2020-05-20,0.87,3.23,0.03
NE,2020-05-21,0.94,3.39,0.03
NE,2020-05-22,1.08,3.53,0.04
NE,2020-05-23,1.19,3.8,0.06
NE,2020-05-24,1.43,4.24,0.1
NE,2020-05-25,1.61,4.59,0.17
NE,2020-05-26,1.65,4.61,0.23
NE,2020-05-27,1.71,4.42,0.25
NE,2020-05-28,1.65,4.21,0.28
NE,2020-05-29,1.51,3.78,0.28
NE,2020-05-30,1.33,3.38,0.25
NE,2020-05-31,1.19,3.02,0.21
NE,2020-06-01,1.06,2.74,0.17
NE,2020-06-02,0.95,2.48,0.14
NE,2020-06-03,0.85,2.29,0.11
NE,2020-06-04,0.78,2.18,0.09
NE,2020-06-05,0.72,2.15,0.07
NE,2020-06-06,0.74,2.23,0.07
NE,2020-06-07,0.84,2.29,0.07
NE,2020-06-08,0.9,2.53,0.1
NE,2020-06-09,1,2.74,0.12
NE,2020-06-10,1.08,2.92,0.14
NE,2020-06-11,1.11,3.02,0.16
NE,2020-06-12,1.14,2.99,0.17
NE,2020-06-13,1.1,3.01,0.15
NE,2020-06-14,1.06,2.85,0.14
NE,2020-06-15,1,2.72,0.13
NE,2020-06-16,0.95,2.62,0.12
NE,2020-06-17,0.89,2.51,0.11
NE,2020-06-18,0.84,2.48,0.09
NE,2020-06-19,0.79,2.4,0.07
NE,2020-06-20,0.77,2.33,0.06
NE,2020-06-21,0.79,2.38,0.05
NE,2020-06-22,0.79,2.49,0.05
NE,2020-06-23,0.81,2.59,0.05
NE,2020-06-24,0.85,2.7,0.05
NE,2020-06-25,0.88,2.77,0.05
NE,2020-06-26,0.92,2.9,0.06
NE,2020-06-27,0.98,2.99,0.07
NE,2020-06-28,1.02,3.11,0.08
NE,2020-06-29,1.1,3.34,0.09
NE,2020-06-30,1.18,3.51,0.11
NE,2020-07-01,1.32,3.73,0.14
NE,2020-07-02,1.45,3.86,0.2
NE,2020-07-03,1.57,3.92,0.26
NE,2020-07-04,1.66,3.85,0.35
NE,2020-07-05,1.71,3.92,0.41
NE,2020-07-06,1.72,3.88,0.45
NE,2020-07-07,1.67,3.72,0.47
NE,2020-07-08,1.59,3.47,0.46
NE,2020-07-09,1.47,3.13,0.45
NE,2020-07-10,1.34,2.83,0.41
NE,2020-07-11,1.2,2.55,0.37
NE,2020-07-12,1.08,2.31,0.32
NE,2020-07-13,1,2.11,0.28
NE,2020-07-14,0.9,1.97,0.24
NE,2020-07-15,0.84,1.87,0.22
NE,2020-07-16,0.82,1.84,0.2
NE,2020-07-17,0.8,1.88,0.2
NE,2020-07-18,0.86,1.99,0.22
NE,2020-07-19,0.95,2.16,0.24
NE,2020-07-20,1.05,2.33,0.28
NE,2020-07-21,1.16,2.46,0.33
NE,2020-07-22,1.23,2.6,0.37
NE,2020-07-23,1.29,2.63,0.4
NE,2020-07-24,1.29,2.62,0.43
NE,2020-07-25,1.26,2.55,0.42
NE,2020-07-26,1.21,2.46,0.41
NE,2020-07-27,1.16,2.34,0.4
NE,2020-07-28,1.16,2.27,0.4
NE,2020-07-29,1.19,2.26,0.42
NE,2020-07-30,1.25,2.35,0.48
NE,2020-07-31,1.31,2.43,0.54
NE,2020-08-01,1.4,2.55,0.59
NE,2020-08-02,1.43,2.6,0.64
NE,2020-08-03,1.44,2.54,0.65
NE,2020-08-04,1.4,2.45,0.65
NE,2020-08-05,1.36,2.34,0.65
NE,2020-08-06,1.3,2.19,0.63
NE,2020-08-07,1.23,2.06,0.6
NE,2020-08-08,1.17,1.96,0.58
NE,2020-08-09,1.13,1.89,0.56
NE,2020-08-10,1.07,1.82,0.53
NE,2020-08-11,1.02,1.76,0.49
NE,2020-08-12,0.96,1.68,0.46
NE,2020-08-13,0.93,1.6,0.43
NE,2020-08-14,0.9,1.57,0.42
NE,2020-08-15,0.92,1.61,0.44
NE,2020-08-16,0.99,1.7,0.47
NE,2020-08-17,1.08,1.82,0.53
NE,2020-08-18,1.15,1.91,0.58
NE,2020-08-19,1.19,1.98,0.61
NE,2020-08-20,1.21,1.98,0.62
NE,2020-08-21,1.21,1.97,0.63
NE,2020-08-22,1.19,1.92,0.63
NE,2020-08-23,1.2,1.93,0.65
NE,2020-08-24,1.25,1.97,0.69
NE,2020-08-25,1.3,2.02,0.74
NE,2020-08-26,1.35,2.05,0.78
NE,2020-08-27,1.38,2.09,0.82
NE,2020-08-28,1.42,2.13,0.87
NE,2020-08-29,1.45,2.11,0.9
NE,2020-08-30,1.46,2.11,0.94
NE,2020-08-31,1.45,2.07,0.94
NE,2020-09-01,1.42,2,0.93
NE,2020-09-02,1.35,1.89,0.9
NE,2020-09-03,1.27,1.77,0.84
NE,2020-09-04,1.17,1.64,0.78
NE,2020-09-05,1.08,1.52,0.71
NE,2020-09-06,1,1.43,0.66
NE,2020-09-07,0.95,1.36,0.61
NE,2020-09-08,0.92,1.31,0.59
NE,2020-09-09,0.89,1.28,0.57
NE,2020-09-10,0.88,1.27,0.56
NE,2020-09-11,0.89,1.28,0.56
NE,2020-09-12,0.91,1.32,0.57
NE,2020-09-13,0.95,1.38,0.61
NE,2020-09-14,1.01,1.44,0.65
NE,2020-09-15,1.06,1.52,0.69
NE,2020-09-16,1.1,1.56,0.72
NE,2020-09-17,1.14,1.61,0.75
NE,2020-09-18,1.18,1.65,0.78
NE,2020-09-19,1.22,1.68,0.82
NE,2020-09-20,1.26,1.73,0.87
NE,2020-09-21,1.31,1.78,0.92
NE,2020-09-22,1.39,1.86,0.98
NE,2020-09-23,1.48,1.95,1.08
NE,2020-09-24,1.6,2.07,1.2
NE,2020-09-25,1.74,2.2,1.32
NE,2020-09-26,1.84,2.29,1.44
NE,2020-09-27,1.9,2.34,1.52
NE,2020-09-28,1.9,2.31,1.54
NE,2020-09-29,1.87,2.23,1.53
NE,2020-09-30,1.81,2.14,1.5
NE,2020-10-01,1.77,2.08,1.48
NE,2020-10-02,1.74,2.03,1.47
NE,2020-10-03,1.71,1.98,1.46
NE,2020-10-04,1.68,1.93,1.45
NE,2020-10-05,1.65,1.88,1.43
NE,2020-10-06,1.62,1.84,1.42
NE,2020-10-07,1.6,1.81,1.41
NE,2020-10-08,1.59,1.78,1.41
NE,2020-10-09,1.6,1.78,1.42
NE,2020-10-10,1.59,1.76,1.43
NE,2020-10-11,1.59,1.75,1.43
NE,2020-10-12,1.56,1.72,1.41
NE,2020-10-13,1.53,1.68,1.39
NE,2020-10-14,1.51,1.65,1.38
NE,2020-10-15,1.5,1.63,1.37
NE,2020-10-16,1.49,1.61,1.37
NE,2020-10-17,1.48,1.6,1.37
NE,2020-10-18,1.46,1.57,1.35
NE,2020-10-19,1.43,1.53,1.33
NE,2020-10-20,1.38,1.48,1.28
NE,2020-10-21,1.32,1.42,1.23
NE,2020-10-22,1.27,1.36,1.19
NE,2020-10-23,1.24,1.32,1.16
NE,2020-10-24,1.21,1.29,1.13
NE,2020-10-25,1.16,1.24,1.09
NE,2020-10-26,1.11,1.19,1.04
NE,2020-10-27,1.05,1.12,0.98
NE,2020-10-28,1,1.06,0.93
NE,2020-10-29,0.96,1.02,0.89
NE,2020-10-30,0.93,1,0.87
NE,2020-10-31,0.92,0.98,0.85
NE,2020-11-01,0.9,0.97,0.84
NE,2020-11-02,0.88,0.94,0.82
NE,2020-11-03,0.84,0.91,0.78
NE,2020-11-04,0.8,0.86,0.74
NE,2020-11-05,0.75,0.82,0.69
NE,2020-11-06,0.72,0.78,0.66
NE,2020-11-07,0.7,0.76,0.63
NE,2020-11-08,0.68,0.75,0.62
NE,2020-11-09,0.68,0.75,0.62
NE,2020-11-10,0.68,0.75,0.61
NE,2020-11-11,0.67,0.75,0.61
NE,2020-11-12,0.68,0.75,0.6
NE,2020-11-13,0.68,0.76,0.61
NE,2020-11-14,0.7,0.78,0.62
NE,2020-11-15,0.72,0.81,0.64
NE,2020-11-16,0.74,0.83,0.66
NE,2020-11-17,0.76,0.86,0.67
NE,2020-11-18,0.78,0.88,0.69
NE,2020-11-19,0.81,0.91,0.7
NE,2020-11-20,0.83,0.94,0.73
NE,2020-11-21,0.86,0.98,0.76
NE,2020-11-22,0.89,1.01,0.78
NE,2020-11-23,0.91,1.03,0.79
NE,2020-11-24,0.92,1.04,0.8
NE,2020-11-25,0.92,1.05,0.8
NE,2020-11-26,0.92,1.05,0.8
NE,2020-11-27,0.92,1.05,0.8
NE,2020-11-28,0.93,1.06,0.81
NE,2020-11-29,0.93,1.06,0.81
NE,2020-11-30,0.93,1.06,0.8
NE,2020-12-01,0.91,1.05,0.79
NE,2020-12-02,0.9,1.03,0.77
NE,2020-12-03,0.88,1.01,0.76
NE,2020-12-04,0.87,1,0.75
NE,2020-12-05,0.87,1,0.74
NE,2020-12-06,0.87,1,0.74
NE,2020-12-07,0.87,1.01,0.74
NE,2020-12-08,0.88,1.02,0.75
NE,2020-12-09,0.9,1.04,0.77
NE,2020-12-10,0.92,1.08,0.78
NE,2020-12-11,0.95,1.11,0.81
NE,2020-12-12,0.98,1.14,0.83
NE,2020-12-13,1,1.16,0.85
NW,2020-03-03,1.01,2.4,0.22
NW,2020-03-04,1.21,2.58,0.35
NW,2020-03-05,1.29,2.72,0.39
NW,2020-03-06,1.43,2.97,0.45
NW,2020-03-07,1.47,3.02,0.49
NW,2020-03-08,1.64,3.14,0.65
NW,2020-03-09,1.79,3.21,0.75
NW,2020-03-10,1.85,3.25,0.86
NW,2020-03-11,1.78,3.03,0.8
NW,2020-03-12,1.69,2.88,0.79
NW,2020-03-13,1.59,2.64,0.8
NW,2020-03-14,1.49,2.49,0.77
NW,2020-03-15,1.42,2.36,0.74
NW,2020-03-16,1.34,2.21,0.7
NW,2020-03-17,1.23,2.01,0.65
NW,2020-03-18,1.14,1.86,0.6
NW,2020-03-19,1.07,1.74,0.56
NW,2020-03-20,1,1.65,0.51
NW,2020-03-21,0.94,1.58,0.48
NW,2020-03-22,0.91,1.52,0.44
NW,2020-03-23,0.86,1.46,0.41
NW,2020-03-24,0.82,1.42,0.38
NW,2020-03-25,0.78,1.37,0.36
NW,2020-03-26,0.75,1.35,0.33
NW,2020-03-27,0.72,1.3,0.3
NW,2020-03-28,0.69,1.29,0.28
NW,2020-03-29,0.67,1.28,0.26
NW,2020-03-30,0.66,1.3,0.24
NW,2020-03-31,0.66,1.34,0.23
NW,2020-04-01,0.66,1.36,0.21
NW,2020-04-02,0.64,1.36,0.19
NW,2020-04-03,0.6,1.34,0.16
NW,2020-04-04,0.55,1.3,0.12
NW,2020-04-05,0.49,1.24,0.09
NW,2020-04-06,0.42,1.18,0.05
NW,2020-04-07,0.35,1.11,0.02
NW,2020-04-08,0.3,1.08,0.01
NW,2020-04-09,0.28,1.09,0
NW,2020-04-10,0.29,1.19,0
NW,2020-04-11,0.33,1.42,0
NW,2020-04-12,0.43,1.78,0
NW,2020-04-13,0.61,2.38,0.01
NW,2020-04-14,0.83,3.17,0.02
NW,2020-04-15,1.05,3.93,0.03
NW,2020-04-16,1.24,4.39,0.05
NW,2020-04-17,1.33,4.45,0.06
NW,2020-04-18,1.29,4.39,0.07
NW,2020-04-19,1.24,4.21,0.06
NW,2020-04-20,1.14,3.87,0.04
NW,2020-04-21,1.03,3.57,0.03
NW,2020-04-22,0.93,3.24,0.03
NW,2020-04-23,0.84,2.92,0.02
NW,2020-04-24,0.74,2.73,0.01
NW,2020-04-25,0.69,2.61,0.01
NW,2020-04-26,0.7,2.76,0.01
NW,2020-04-27,0.78,3.12,0.01
NW,2020-04-28,0.94,3.71,0.02
NW,2020-04-29,1.24,4.41,0.05
NW,2020-04-30,1.6,5.05,0.1
NW,2020-05-01,1.78,5.35,0.16
NW,2020-05-02,1.82,5.35,0.2
NW,2020-05-03,1.76,4.9,0.21
NW,2020-05-04,1.57,4.25,0.2
NW,2020-05-05,1.37,3.77,0.17
NW,2020-05-06,1.19,3.31,0.14
NW,2020-05-07,1.01,2.94,0.1
NW,2020-05-08,0.84,2.61,0.07
NW,2020-05-09,0.69,2.31,0.04
NW,2020-05-10,0.55,2.03,0.01
NW,2020-05-11,0.42,1.77,0
NW,2020-05-12,0.32,1.58,0
NW,2020-05-13,0.26,1.48,0
NW,2020-05-14,0.22,1.49,0
NW,2020-05-15,0.21,1.56,0
NW,2020-05-16,0.24,1.81,0
NW,2020-05-17,0.32,2.23,0
NW,2020-05-18,0.43,2.91,0
NW,2020-05-19,0.56,3.71,0
NW,2020-05-20,0.69,4.45,0
NW,2020-05-21,0.8,5.15,0
NW,2020-05-22,0.83,5.74,0
NW,2020-05-23,0.77,5.66,0
NW,2020-05-24,0.66,5.3,0
NW,2020-05-25,0.52,4.62,0
NW,2020-05-26,0.38,3.84,0
NW,2020-05-27,0.29,3.14,0
NW,2020-05-28,0.25,2.84,0
NW,2020-05-29,0.26,3.02,0
NW,2020-05-30,0.31,3.58,0
NW,2020-05-31,0.39,4.51,0
NW,2020-06-01,0.5,5.68,0
NW,2020-06-02,0.61,6.96,0
NW,2020-06-03,0.72,8.2,0
NW,2020-06-04,0.81,9.24,0
NW,2020-06-05,0.88,10.05,0
NW,2020-06-06,0.93,10.6,0
NW,2020-06-07,0.96,10.95,0
NW,2020-06-08,0.98,11.16,0
NW,2020-06-09,0.99,11.29,0
NW,2020-06-10,0.99,11.36,0
NW,2020-06-11,1,11.4,0
NW,2020-06-12,1,11.42,0
NW,2020-06-13,1,11.43,0
NW,2020-06-14,1,11.44,0
NW,2020-06-15,1,11.45,0
NW,2020-06-16,1,11.45,0
NW,2020-06-17,1,11.45,0
NW,2020-06-18,1,11.45,0
NW,2020-06-19,1.03,11.82,0
NW,2020-06-20,1.15,13.13,0
NW,2020-06-21,1.48,16.43,0
NW,2020-06-22,2.2,22.05,0
NW,2020-06-23,2.98,26.41,0
NW,2020-06-24,3.95,29.73,0
NW,2020-06-25,4.77,27.8,0
NW,2020-06-26,4.24,20.33,0
NW,2020-06-27,3.56,15.67,0.01
NW,2020-06-28,2.69,12.12,0.01
NW,2020-06-29,2.05,10.06,0.01
NW,2020-06-30,1.68,8.34,0
NW,2020-07-01,1.49,7.01,0
NW,2020-07-02,1.36,6.34,0.01
NW,2020-07-03,1.31,6.02,0.01
NW,2020-07-04,1.22,5.72,0.01
NW,2020-07-05,1.14,5.37,0.01
NW,2020-07-06,1.02,4.96,0.01
NW,2020-07-07,0.98,4.51,0.01
NW,2020-07-08,0.93,4.09,0
NW,2020-07-09,0.89,3.91,0
NW,2020-07-10,0.86,3.81,0
NW,2020-07-11,0.8,3.73,0
NW,2020-07-12,0.73,3.57,0
NW,2020-07-13,0.66,3.43,0
NW,2020-07-14,0.58,3.34,0
NW,2020-07-15,0.54,3.3,0
NW,2020-07-16,0.57,3.41,0
NW,2020-07-17,0.67,4.14,0
NW,2020-07-18,0.9,5.14,0
NW,2020-07-19,1.06,5.85,0
NW,2020-07-20,1.25,6.55,0
NW,2020-07-21,1.46,6.97,0
NW,2020-07-22,1.57,6.83,0.01
NW,2020-07-23,1.61,6.93,0.01
NW,2020-07-24,1.52,6.53,0.01
NW,2020-07-25,1.4,6.29,0.01
NW,2020-07-26,1.24,5.63,0.01
NW,2020-07-27,1.05,4.88,0.01
NW,2020-07-28,0.92,4.22,0
NW,2020-07-29,0.74,3.58,0
NW,2020-07-30,0.59,3.15,0
NW,2020-07-31,0.48,2.94,0
NW,2020-08-01,0.44,2.84,0
NW,2020-08-02,0.42,2.84,0
NW,2020-08-03,0.39,2.83,0
NW,2020-08-04,0.35,2.82,0
NW,2020-08-05,0.29,2.81,0
NW,2020-08-06,0.24,2.6,0
NW,2020-08-07,0.25,2.81,0
NW,2020-08-08,0.36,3.95,0
NW,2020-08-09,0.62,6.35,0
NW,2020-08-10,1.06,10,0
NW,2020-08-11,1.48,12.6,0
NW,2020-08-12,2.31,16.88,0
NW,2020-08-13,3.24,18,0
NW,2020-08-14,3.54,16.99,0
NW,2020-08-15,3.37,14.99,0
NW,2020-08-16,3.03,12.05,0.01
NW,2020-08-17,2.63,10.24,0.01
NW,2020-08-18,2.22,8.9,0.02
NW,2020-08-19,1.93,7.68,0.04
NW,2020-08-20,1.74,7,0.05
NW,2020-08-21,1.74,6.23,0.06
NW,2020-08-22,1.72,5.58,0.06
NW,2020-08-23,1.6,5.19,0.07
NW,2020-08-24,1.45,4.69,0.08
NW,2020-08-25,1.37,4.21,0.08
NW,2020-08-26,1.21,3.96,0.07
NW,2020-08-27,1.08,3.53,0.06
NW,2020-08-28,0.96,3.25,0.05
NW,2020-08-29,0.91,3.11,0.05
NW,2020-08-30,0.88,3.08,0.04
NW,2020-08-31,0.87,3.08,0.03
NW,2020-09-01,0.88,3.1,0.03
NW,2020-09-02,0.88,3.07,0.03
NW,2020-09-03,0.82,3.02,0.02
NW,2020-09-04,0.81,2.96,0.02
NW,2020-09-05,0.83,3.08,0.01
NW,2020-09-06,0.88,3.25,0.01
NW,2020-09-07,0.97,3.43,0.02
NW,2020-09-08,1.03,3.66,0.03
NW,2020-09-09,1.11,3.87,0.04
NW,2020-09-10,1.14,3.98,0.04
NW,2020-09-11,1.13,3.95,0.04
NW,2020-09-12,1.06,3.85,0.04
NW,2020-09-13,0.99,3.56,0.03
NW,2020-09-14,0.92,3.48,0.03
NW,2020-09-15,0.92,3.57,0.02
NW,2020-09-16,0.99,3.64,0.02
NW,2020-09-17,1.09,3.88,0.04
NW,2020-09-18,1.31,4.1,0.08
NW,2020-09-19,1.63,4.69,0.17
NW,2020-09-20,2.09,5.6,0.33
NW,2020-09-21,2.6,6.13,0.56
NW,2020-09-22,2.97,6.42,0.84
NW,2020-09-23,3.19,6.3,1.14
NW,2020-09-24,3.24,6.03,1.32
NW,2020-09-25,3.11,5.4,1.44
NW,2020-09-26,2.86,4.72,1.45
NW,2020-09-27,2.58,4.09,1.4
NW,2020-09-28,2.3,3.59,1.32
NW,2020-09-29,2.08,3.16,1.24
NW,2020-09-30,1.88,2.82,1.14
NW,2020-10-01,1.71,2.53,1.06
NW,2020-10-02,1.58,2.29,0.99
NW,2020-10-03,1.46,2.1,0.92
NW,2020-10-04,1.35,1.94,0.86
NW,2020-10-05,1.27,1.82,0.82
NW,2020-10-06,1.21,1.73,0.79
NW,2020-10-07,1.18,1.68,0.77
NW,2020-10-08,1.17,1.65,0.77
NW,2020-10-09,1.17,1.64,0.77
NW,2020-10-10,1.19,1.66,0.79
NW,2020-10-11,1.21,1.67,0.82
NW,2020-10-12,1.24,1.7,0.85
NW,2020-10-13,1.26,1.7,0.88
NW,2020-10-14,1.26,1.7,0.89
NW,2020-10-15,1.27,1.7,0.9
NW,2020-10-16,1.27,1.69,0.91
NW,2020-10-17,1.29,1.7,0.93
NW,2020-10-18,1.3,1.7,0.95
NW,2020-10-19,1.31,1.71,0.97
NW,2020-10-20,1.32,1.7,0.98
NW,2020-10-21,1.31,1.68,0.99
NW,2020-10-22,1.3,1.67,0.99
NW,2020-10-23,1.28,1.63,0.98
NW,2020-10-24,1.27,1.6,0.98
NW,2020-10-25,1.25,1.57,0.97
NW,2020-10-26,1.22,1.52,0.94
NW,2020-10-27,1.17,1.46,0.9
NW,2020-10-28,1.11,1.39,0.86
NW,2020-10-29,1.05,1.32,0.81
NW,2020-10-30,1.01,1.27,0.78
NW,2020-10-31,0.98,1.24,0.75
NW,2020-11-01,0.95,1.2,0.73
NW,2020-11-02,0.92,1.16,0.7
